iter	Passed	Remaining
253	1134	3332
254	1136	3320
255	1140	3314
256	1143	3305
257	1149	3305
258	1152	3297
259	1155	3288
260	1158	3279
261	1164	3281
262	1167	3271
263	1169	3261
264	1172	3252
265	1177	3250
266	1181	3242
267	1184	3234
268	1186	3224
269	1197	3237
270	1201	3232
271	1207	3230
272	1212	3229
273	1215	3220
274	1219	3215
275	1226	3217
276	1231	3213
277	1234	3205
278	1240	3206
279	1245	3201
280	1247	3191
281	1249	3182
282	1253	3176
283	1256	3168
284	1259	3158
285	1261	3149
286	1263	3139
287	1267	3134
288	1270	3125
289	1272	3116
290	1276	3109
291	1279	3102
292	1283	3096
293	1287	3090
294	1289	3082
295	1293	3076
296	1296	3067
297	1299	3060
298	1303	3055
299	1306	3048
300	1308	3039
301	1311	3031
302	1315	3025
303	1317	3016
304	1319	3007
305	1321	2997
306	1323	2988
307	1326	2979
308	1329	2973
309	1332	2966
310	1334	2957
311	1337	2948
312	1339	2939
313	1341	2931
314	1344	2924
315	1347	2916
316	1349	2907
317	1352	2901
318	1355	2894
319	1357	2883
320	1362	2881
321	1365	2875
322	1370	2872
323	1372	2864
324	1375	2857
325	1380	2853
326	1383	2847
327	1386	2840
328	1390	2834
329	1395	2833
330	1398	2825
331	1404	2825
332	1406	2817
333	1411	2813
334	1417	2813
335	1421	2809
336	1425	2803
337	1432	2804
338	1434	2797
339	1438	2793
340	1440	2784
341	1449	2788
342	1451	2781
343	1455	2775
344	1460	2773
345	1464	2768
346	1467	2761
347	1471	2756
348	1476	2754
349	1480	2749
350	1483	2742
351	1487	2738
352	1494	2738
353	1497	2732
354	1500	2726
355	1503	2719
356	1511	2722
357	1514	2715
358	1517	2710
359	1523	2707
360	1527	2704
361	1529	2695
362	1540	2702
363	1543	2696
364	1545	2689
365	1548	2682
366	1551	2675
367	1560	2679
368	1562	2672
369	1573	2678
370	1575	2670
371	1577	2663
372	1580	2656
373	1587	2657
374	1589	2649
375	1593	2644
376	1599	2643
377	1604	2639
378	1607	2633
379	1610	2627
380	1612	2620
381	1615	2613
382	1621	2612
383	1625	2606
384	1628	2601
385	1638	2605
386	1641	2600
387	1652	2606
388	1655	2599
389	1657	2592
390	1660	2586
391	1662	2578
392	1666	2573
393	1669	2567
394	1672	2560
395	1674	2554
396	1678	2550
397	1681	2543
398	1683	2536
399	1686	2529
400	1689	2523
401	1693	2518
402	1696	2512
403	1698	2506
404	1702	2501
405	1705	2495
406	1708	2489
407	1712	2484
408	1716	2479
409	1719	2473
410	1721	2466
411	1724	2461
412	1727	2455
413	1730	2448
414	1732	2442
415	1735	2436
416	1738	2431
417	1741	2424
418	1743	2417
419	1746	2411
420	1748	2404
421	1750	2397
422	1753	2391
423	1756	2386
424	1758	2379
425	1761	2372
426	1763	2366
427	1766	2360
428	1769	2354
429	1772	2349
430	1775	2343
431	1778	2338
432	1782	2334
433	1787	2330
434	1790	2325
435	1793	2319
436	1795	2313
437	1799	2308
438	1806	2308
439	1809	2303
440	1812	2297
441	1816	2293
442	1827	2297
443	1830	2292
444	1834	2288
445	1840	2286
446	1843	2281
447	1846	2275
448	1856	2277
449	1862	2276
450	1872	2279
451	1877	2276
452	1882	2273
453	1887	2269
454	1889	2263
455	1893	2258
456	1896	2252
457	1902	2251
458	1905	2246
459	1907	2239
460	1913	2237
461	1916	2232
462	1919	2226
463	1922	2221
464	1930	2221
465	1933	2215
466	1936	2210
467	1941	2206
468	1947	2204
469	1950	2198
470	1953	2194
471	1958	2190
472	1963	2188
473	1966	2182
474	1970	2177
475	1973	2172
476	1982	2173
477	1986	2169
478	1998	2173
479	2001	2168
480	2004	2162
481	2007	2157
482	2013	2154
483	2016	2149
484	2020	2145
485	2024	2141
486	2030	2138
487	2033	2133
488	2037	2129
489	2042	2125
490	2046	2121
491	2049	2116
492	2053	2111
493	2059	2109
494	2062	2104
495	2067	2100
496	2071	2096
497	2076	2093
498	2080	2088
499	2084	2084
500	2091	2083
501	2095	2078
502	2098	2073
503	2106	2072
504	2109	2067
505	2113	2063
506	2120	2061
507	2123	2056
508	2127	2052
509	2137	2053
510	2141	2049
511	2145	2044
512	2148	2040
513	2155	2037
514	2159	2033
515	2164	2030
516	2170	2027
517	2173	2022
518	2176	2017
519	2181	2014
520	2185	2009
521	2188	2004
522	2191	1998
523	2195	1994
524	2199	1989
525	2201	1984
526	2204	1978
527	2207	1973
528	2211	1968
529	2214	1963
530	2217	1958
531	2220	1953
532	2222	1947
533	2226	1943
534	2229	1937
535	2232	1932
536	2235	1927
537	2238	1922
538	2242	1917
539	2245	1912
540	2248	1907
541	2253	1904
542	2257	1900
543	2262	1896
544	2265	1890
545	2267	1885
546	2270	1880
547	2275	1876
548	2277	1871
549	2280	1866
550	2283	1861
551	2287	1856
552	2290	1851
553	2293	1846
554	2296	1841
555	2300	1836
556	2303	1832
557	2306	1827
558	2309	1821
559	2312	1816
560	2315	1811
561	2318	1807
562	2323	1803
563	2342	1811
564	2354	1812
565	2358	1808
566	2367	1808
567	2373	1805
568	2384	1806
569	2389	1802
570	2392	1797
571	2396	1793
572	2400	1789
573	2404	1784
574	2407	1779
575	2411	1775
576	2415	1770
577	2423	1769
578	2426	1764
579	2437	1764
580	2440	1760
581	2445	1756
582	2450	1753
583	2465	1756
584	2471	1753
585	2476	1749
586	2481	1745
587	2489	1744
588	2494	1740
589	2497	1735
590	2501	1731
591	2507	1728
592	2510	1723
593	2514	1718
594	2522	1716
595	2526	1712
596	2529	1707
597	2533	1703
598	2540	1700
599	2543	1695
600	2546	1690
601	2553	1687
602	2556	1683
603	2560	1678
604	2565	1674
605	2569	1670
606	2575	1667
607	2579	1662
608	2583	1658
609	2589	1655
610	2593	1651
611	2600	1648
612	2605	1645
613	2609	1640
614	2612	1635
615	2616	1630
616	2619	1626
617	2622	1621
618	2625	1615
619	2629	1611
620	2634	1607
621	2637	1602
622	2642	1598
623	2645	1594
624	2650	1590
625	2654	1585
626	2656	1580
627	2660	1575
628	2664	1571
629	2666	1566
630	2669	1561
631	2672	1555
632	2675	1551
633	2678	1546
634	2682	1541
635	2684	1536
636	2687	1531
637	2690	1526
638	2738	1546
639	2746	1544
640	2750	1540
641	2760	1539
642	2766	1536
643	2800	1547
644	2814	1549
645	2819	1545
646	2829	1543
647	2836	1540
648	2848	1540
649	2866	1543
650	2869	1538
651	2880	1537
652	2882	1531
653	2911	1540
654	2914	1535
655	2917	1529
656	2922	1525
657	2926	1521
658	2929	1515
659	2938	1513
660	2942	1509
661	2947	1504
662	2951	1500
663	2955	1495
664	2962	1492
665	2965	1487
666	2973	1484
667	2978	1480
668	2981	1475
669	2986	1471
670	2990	1466
671	2995	1461
672	2999	1457
673	3002	1452
674	3007	1447
675	3010	1442
676	3012	1437
677	3018	1433
678	3021	1428
679	3023	1422
680	3027	1417
681	3030	1412
682	3034	1408
683	3037	1403
684	3039	1397
685	3041	1391
686	3046	1387
687	3050	1383
688	3053	1378
689	3058	1374
690	3061	1369
691	3066	1364
692	3069	1359
693	3073	1355
694	3076	1350
695	3081	1345
696	3083	1340
697	3085	1335
698	3090	1330
699	3093	1325
700	3096	1320
701	3101	1316
702	3104	1311
703	3109	1307
704	3113	1302
705	3117	1298
706	3120	1293
707	3124	1288
708	3130	1284
709	3134	1280
710	3138	1275
711	3149	1273
712	3152	1268
713	3156	1264
714	3164	1261
715	3168	1256
716	3170	1251
717	3174	1246
718	3178	1242
719	3181	1237
720	3183	1232
721	3185	1226
722	3189	1222
723	3193	1217
724	3196	1212
725	3199	1207
726	3202	1202
727	3206	1198
728	3209	1193
729	3212	1188
730	3215	1183
731	3221	1179
732	3225	1174
733	3228	1169
734	3233	1165
735	3236	1161
736	3240	1156
737	3244	1151
738	3246	1146
739	3256	1144
740	3260	1139
741	3262	1134
742	3265	1129
743	3270	1125
744	3274	1120
745	3278	1116
746	3281	1111
747	3286	1107
748	3290	1102
749	3292	1097
750	3295	1092
751	3301	1088
752	3304	1084
753	3307	1079
754	3310	1074
755	3313	1069
756	3319	1065
757	3322	1060
758	3325	1055
759	3328	1050
760	3334	1047
761	3338	1042
762	3343	1038
763	3350	1034
764	3355	1030
765	3359	1026
766	3363	1021
767	3368	1017
768	3378	1014
769	3383	1010
770	3389	1006
771	3393	1002
772	3403	999
773	3406	994
774	3411	990
775	3416	986
776	3420	981
777	3424	977
778	3431	973
779	3434	968
780	3438	964
781	3442	959
782	3446	955
783	3451	950
784	3455	946
785	3459	941
786	3468	938
787	3472	934
788	3477	930
789	3481	925
790	3485	920
791	3490	916
792	3495	912
793	3498	907
794	3502	903
795	3510	899
796	3513	895
797	3518	890
798	3524	886
799	3528	882
800	3532	877
801	3535	872
802	3542	869
803	3546	864
804	3549	859
805	3553	855
806	3562	851
807	3565	847
808	3568	842
809	3574	838
810	3577	833
811	3581	829
812	3587	825
813	3591	820
814	3595	816
815	3598	811
816	3602	806
817	3608	802
818	3612	798
819	3618	794
820	3623	790
821	3626	785
822	3629	780
823	3634	776
824	3638	771
825	3641	767
826	3652	764
827	3656	759
828	3661	755
829	3665	750
830	3673	747
831	3676	742
832	3687	739
833	3690	734
834	3693	729
835	3697	725
836	3703	721
837	3707	716
838	3714	712
839	3719	708
840	3723	703
841	3725	699
842	3733	695
843	3737	690
844	3740	686
845	3746	681
846	3750	677
847	3751	672
848	3754	667
849	3757	663
850	3761	658
851	3771	655
852	3775	650
853	3781	646
854	3786	642
855	3792	637
856	3797	633
857	3800	628
858	3802	624
859	3804	619
860	3808	614
861	3811	610
862	3814	605
863	3817	600
864	3820	596
865	3824	591
866	3827	587
867	3830	582
868	3832	577
869	3835	573
870	3837	568
871	3840	563
872	3844	559
873	3846	554
874	3849	549
875	3852	545
876	3856	540
877	3860	536
878	3867	532
879	3870	527
880	3875	523
881	3878	518
882	3882	514
883	3888	510
884	3892	505
885	3895	501
886	3898	496
887	3902	492
888	3908	487
889	3911	483
890	3915	478
891	3918	474
892	3923	470
893	3927	465
894	3931	461
895	3937	457
896	3940	452
897	3943	447
898	3945	443
899	3949	438
900	3954	434
901	3957	430
902	3962	425
903	3967	421
904	3971	416
905	3974	412
906	3980	408
907	3985	403
908	3989	399
909	3993	394
910	3995	390
911	4000	386
912	4004	381
913	4006	377
914	4009	372
915	4013	368
916	4016	363
917	4019	359
918	4022	354
919	4024	349
920	4028	345
921	4031	341
922	4034	336
923	4036	332
924	4039	327
925	4042	323
926	4047	318
927	4051	314
928	4056	310
929	4060	305
930	4062	301
931	4065	296
932	4068	292
933	4070	287
934	4073	283
935	4077	278
936	4079	274
937	4082	269
938	4085	265
939	4088	260
940	4092	256
941	4095	252
942	4097	247
943	4101	243
944	4104	238
945	4107	234
946	4110	230
947	4113	225
948	4115	221
949	4118	216
950	4121	212
951	4124	207
952	4127	203
953	4130	199
954	4133	194
955	4136	190
956	4139	186
957	4142	181
958	4144	177
959	4147	172
960	4150	168
961	4154	164
962	4156	159
963	4159	155
964	4162	150
965	4164	146
966	4167	142
967	4171	137
968	4173	133
969	4176	129
970	4179	124
971	4181	120
972	4187	116
973	4190	111
974	4192	107
975	4195	103
976	4198	98
977	4201	94
978	4204	90
979	4207	85
980	4209	81
981	4212	77
982	4215	72
983	4218	68
984	4222	64
985	4224	59
986	4227	55
987	4230	51
988	4233	47
989	4236	42
990	4239	38
991	4242	34
992	4245	29
993	4249	25
994	4252	21
995	4255	17
996	4258	12
997	4261	8
998	4265	4
999	4268	0
